seq1	lang1	label1
ber@@ es@@ ford nicely mixes in as much humor as patho@@ s to take us on his sentimental journey of the heart	en	1
nothing can de@@ tract from the affection of that moral favorite friends will be friends through thick and thin	en	1
bring tissues	en	1
an enthr@@ alling , entertaining feature	en	1
as a director , pa@@ xton is surprisingly brilliant , def@@ tly sewing together what could have been a confusing and horri@@ fying vision into an intense and eng@@ ro@@ ssing head trip	en	1
well made but mu@@ sh hearted	en	1
la@@ bu@@ te master@@ fully bal@@ ances both traditional or modern stories together in a manner that one never overwhel@@ ms the other	en	1
assured , glossy and shot through with brit@@ tle desperation	en	1
a damn fine and a truly distinctive and a deeply per@@ tin@@ ent film	en	1
filmmaker stacy per@@ alta has a flash@@ y editing style that does n't always j@@ ell with sean penn 's mon@@ ot@@ one narration , but he respects the material without senti@@ ment@@ alizing it	en	1
despite its promising cast of characters , big trouble remains a loosely tied series of vig@@ ne@@ ttes which only prove that ' z@@ any ' does n't necessarily mean ' funny '	en	0
a surprisingly sweet and gentle comedy	en	1
begins with promise , but runs ag@@ round after being snar@@ ed in its own tangled plot	en	0
although what time offers t@@ sai 's usual style and themes , it has a more colorful , more playful tone than his other films	en	1
a dull , inconsistent , dishon@@ est female bonding picture	en	0
a must see for fans of thoughtful war films and those interested in the sights and sounds of battle	en	1
with an un@@ fla@@ pp@@ able air of dec@@ ad@@ ent urban@@ ity , everett remains a perfect wil@@ dean actor , and a relaxed fir@@ th displays imp@@ ec@@ cable comic skill	en	1
by no means a slam dun@@ k and sure to ultimately dis@@ appoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , tran@@ scen@@ dent love story	en	0
it has that rare quality of being able to creep the living hell out of you	en	1
i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale you wo n't be sorry !	en	1
what goes on for the 110 minutes of " panic room " is a battle of wit@@ lessness between a not so bright mother and daughter and an even less capable trio of criminals	en	0
in comparison to his earlier films it seems a dis@@ appoin@@ tingly thin slice of lower class london life despite the title amounts to surprisingly little	en	0
the script was reportedly re@@ written a dozen times either 11 times too many or else too few	en	0
the master of disguise may have made a great saturday night live sketch , but a great movie it is not	en	0
if we 're to slap protagonist genevieve le@@ pl@@ ou@@ ff because she 's french , do we have that same option to slap her creators because they 're clu@@ eless and in@@ ep@@ t ?	en	0
i 've had more interesting and , dare i say , themati@@ cally complex bow@@ el movements than this long on the shelf , point and shoot exercise in gim@@ mick@@ y crime drama	en	0
i 've seen some bad singer turned actors , but lil bow wow takes the cake	en	0
 " nicholas nick@@ le@@ by " is a perfect family film to take everyone to since there 's no new " a christmas carol " out in the theaters this year	en	1
it wo n't hold up over the long haul , but in the moment , finch 's tale provides the for@@ gett@@ able pleas@@ ures of a saturday mat@@ inee	en	1
was that movie nothing more than a te@@ pid exercise in tro@@ tting out a formula that worked five years ago but has since lost its fi@@ zz ?	en	0
how good this film might be , depends if you believe that the shocking conclusion is too much of a plun@@ ge or not	en	1
a cel@@ lo@@ ph@@ ane pop remake of the punk classic ladies and gentlemen , the fabulous sta@@ ins crossroads is never much worse than bland or better than in@@ consequ@@ ential	en	0
pretty good little movie	en	1
if nothing else , " roll@@ er@@ ball " 2002 may go down in cinema history as the only movie ever in which the rest of the cast was out@@ sh@@ ined by ll cool j	en	0
angel presents events partly from the perspective of aureli@@ e and christ@@ elle , and in@@ fu@@ ses the film with the sensi@@ bility of a particularly night@@ mar@@ ish fair@@ y@@ tale	en	1
nemesis suffers from a pa@@ un@@ chy mid@@ section , several plo@@ dding action sequences and a wicke@@ dly un@@ dramatic central theme	en	0
even when he 's not at his most critically insi@@ ght@@ ful , god@@ ard can still be smar@@ ter than any 50 other filmmakers still at work	en	1
the fascination comes in the power of the hu@@ ston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react	en	1
l@@ rb t rr@@ b he film is never sure to make a clear point even if it seeks to rely on an ambiguous presentation	en	0
this movie is about the worst thing chan has done in the united states	en	0
amazing !	en	1
the ya ya 's have many secrets and one is the books are better	en	0
the plot 's cont@@ ri@@ van@@ ces are uncomfortably strained	en	0
a thoroughly entertaining comedy that uses grant 's own twist of ac@@ id@@ ity to prevent itself from succum@@ bing to its own ba@@ thos	en	1
kids will love its fantasy and adventure , and grow@@ nu@@ ps should appreciate its whim@@ sical humor	en	1
l@@ rb allen 's rr@@ b best works understand why sno@@ b@@ bery is a better sati@@ ric target than middle america di@@ versions could ever be	en	1
the stars may be college kids , but the subject matter is as adult as you can get the temp@@ tations of the flesh are unleashed by a slightly cra@@ zed , over@@ tly determined young woman and a one night swim turns into an ocean of trouble	en	1
we 've liked klein 's other work but roll@@ er@@ ball left us cold	en	0
both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement	en	1
a marke@@ dly inactive film , city is convers@@ ational bordering on conf@@ essi@@ onal	en	0
clever and un@@ flin@@ ching in its comic bar@@ bs , slap her is a small but re@@ warding comedy that takes aim at contemporary southern adole@@ sc@@ ence and never lets up	en	1
so@@ der@@ ber@@ gh , like ku@@ brick before him , may not touch the planet 's skin , but understands the workings of its spirit	en	1
there is no denying the power of pol@@ an@@ ski 's film	en	1
to be oblivious to the existence of this film would be very sweet indeed	en	0
though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a ta@@ sty performance from vincent gall@@ o lifts this tale of canni@@ bal lust above the ordinary	en	1
the beautifully choreographed kitchen ballet is simple but absorbing	en	1
from the opening strains of the average white band 's " pick up the pieces " , you can feel the love	en	1
empire ca n't make up its mind whether it wants to be a gangster flick or an art film	en	0
the result is so t@@ ame that even slightly w@@ ised up kids would quickly change the channel	en	0
a penetrating , potent exploration of sanc@@ ti@@ mony , self awareness , self hatred and self determination	en	1
thirteen conversations about one thing lays out a narrative puzzle that inter@@ wea@@ ves individual stories , and , like a mo@@ bius strip , ellip@@ tically loops back to where it began	en	1
director peter ko@@ s@@ min@@ sky gives these women a forum to demonstrate their acting ' ch@@ ops ' and they take full advantage	en	1
storytelling feels slight	en	0
wit@@ ty , vibrant , and intelligent	en	1
despite its short@@ com@@ ings , girls ca n't swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the french coming of age genre	en	1
interesting and thoroughly un@@ faithful version of carmen	en	1
thanks to a small star with big heart , this family film sequel is plenty of fun for all	en	1
for most of the distance the picture provides a satis@@ fy@@ ingly un@@ settling ride into the dark places of our national psy@@ che	en	1
it 's a smart , funny look at an ar@@ cane area of popular culture , and if it is n't entirely persua@@ sive , it does give exposure to some talented performers	en	1
we get the comedy we settle for	en	0
e@@ eri@@ ly accurate depiction of depression	en	0
sch@@ rad@@ er aims to present an un@@ flin@@ ching look at one man 's downfall , brought about by his lack of self awareness	en	0
feels like the work of someone who may indeed have finally aged past his prime and , perhaps more than he realizes , just wants to be liked by the people who can still give him work	en	0
extraordinary debut from josh k@@ our@@ y	en	1
a bland murder on campus y@@ aw@@ ner	en	0
cannon 's confidence and laid back good spirits are , with the drumming rout@@ ines , among the film 's saving gr@@ aces	en	1
just like a splendid meal , red dragon satis@@ fies from its ripe recipe , inspiring ingredients , certified cuisine and palat@@ able presentation	en	1
feels more like a rejected x files episode than a credible account of a puzz@@ ling real life happening	en	0
features what is surely the fun@@ ni@@ est and most accurate depiction of writer 's block ever	en	1
whenever it threatens to get bo@@ gged down in earnest dram@@ at@@ ur@@ gy , a stirring visual sequence like a surge through swirling rapids or a leap from pinn@@ acle to pinn@@ acle rou@@ ses us	en	1
surprisingly powerful and universal	en	1
the story has its redun@@ dan@@ cies , and the young actors , not very experienced , are sometimes in@@ expressive	en	0
even murphy 's expert comic timing and famed charis@@ ma ca n't rescue this effort	en	0
a cap@@ tiv@@ ating coming of age story that may also be the first narrative film to be truly informed by the wireless age	en	1
an intelligent , mul@@ ti layered and pro@@ foun@@ dly human@@ ist l@@ rb not to mention gently political rr@@ b meditation on the values of knowledge , education , and the affects of cultural and geographical displacement	en	1
if hill is n't quite his generation 's don sie@@ gel l@@ rb or robert al@@ drich rr@@ b , it 's because there 's no disc@@ erni@@ ble feeling beneath the chest hair it 's all blu@@ ster and cli@@ ch	en	0
and neither do cli@@ ches , no matter how ' inside ' they are	en	0
strictly a ' guy 's film ' in the worst sense of the expression	en	0
a lightweight , uneven action comedy that freely ming@@ les french , japanese and hollywood cultures	en	0
irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free	en	0
can you bear the laughter ?	en	1
 " abandon " will leave you wanting to abandon the theater	en	0
the movie fails to portray its liter@@ arily talented and notorious subject as anything much more than a dirty old man	en	0
not as good as the full monty , but a really strong second effort	en	1
asks what truth can be disc@@ er@@ ned from non fir@@ s@@ thand experience , and specifically questions cinema 's capability for recording truth	en	1
audiences are advised to sit near the back and squ@@ int to avoid noticing some truly e@@ gre@@ gious lip non syn@@ ching , but otherwise the production is suit@@ ably elegant	en	1
a solid , un@@ assuming drama	en	1
a formula family tear@@ jer@@ ker told with a heavy irish bro@@ gue ac@@ centu@@ ating , rather than mu@@ ting , the plot 's sac@@ char@@ ine thrust	en	1
it 's fairly solid not to mention well edited so that it certainly does n't feel like a film that stra@@ ys past the two and a half mark	en	1
the holiday message of the 37 minute santa vs the snow@@ man leaves a lot to be desired	en	0
a vile , in@@ coherent mess a sc@@ um@@ my ri@@ po@@ ff of david cron@@ enberg 's brilliant ' vide@@ o@@ drome '	en	0
disc@@ ur@@ sive but oddly ri@@ ve@@ ting documentary	en	1
what 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bo@@ gus spiritu@@ alism	en	0
like a medium grade network sitcom mostly in@@ offensive , fit@@ fully amusing , but ultimately so weigh@@ tless that a decent draft in the auditorium might blow it off the screen	en	0
a little melo@@ dramatic , but with enough hope to keep you engaged	en	1
not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively ef@@ for@@ tless to read and follow the action at the same time	en	1
just about all of the film is confusing on one level or another , making ar@@ arat far more demanding than it needs to be	en	0
though it lacks the utter authority of a genre gem , there 's a certain ro@@ bu@@ st@@ ness to this engaging mix of love and blood@@ letting	en	1
it 's touching and tender and proves that even in sorrow you can find humor	en	1
collap@@ ses after 30 minutes into a slap happy series of adolescent violence	en	0
a spi@@ ffy animated feature about an un@@ ru@@ ly adolescent boy who is y@@ earning for adventure and a chance to prove his worth	en	1
payne construc@@ ts a hil@@ arious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , ende@@ aring hero who is all too human	en	1
a surprisingly flat re@@ tre@@ ad , ho@@ bbled by half baked se@@ tu@@ ps and slu@@ gg@@ ish pacing	en	0
fierce , glaring and un@@ for@@ gett@@ able	en	1
the film does n't show enough of the creative process or even of what was created for the non fan to figure out what makes wil@@ co a big deal	en	0
there are laughs ap@@ l@@ enty , and , as a bonus , viewers do n't have to worry about being subjected to far@@ ts , urine , fec@@ es , se@@ men , or any of the other foul substances that have over@@ run modern day comedies	en	1
a lot more dimensional and complex than its sunny disposition would lead you to believe	en	1
miller has crafted an intriguing story of maternal instincts and mis@@ guided acts of affection	en	1
sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely	en	0
an instantly for@@ gett@@ able snow and stun@@ t@@ work extravag@@ anza that likely will be up@@ staged by an avalanche of more appealing holiday season product	en	0
some movies suck you in despite their flaws , and heaven is one such beast	en	1
with a " spy kids " sequel opening next week , why bother with a cont@@ emp@@ tible im@@ it@@ ator starring a " sn@@ l " has been acting like an 8 year old chann@@ eling roberto ben@@ ig@@ ni ?	en	0
mu@@ ddled , melo@@ dramatic paranormal romance is an all time low for kevin cost@@ ner	en	0
in a summer of cl@@ ones , harvard man is something rare and ri@@ ve@@ ting a wild ride that relies on more than special effects	en	1
so original in its base concept that you can not help but get caught up	en	1
but even then , i 'd recommend waiting for dvd and just ski@@ pping straight to her scenes	en	0
this new zealand coming of age movie is n't really about anything	en	0
quit@@ ting offers piercing domestic drama with spikes of sly humor	en	1
mama africa pretty much delivers on that promise	en	1
we hate l@@ rb madonna rr@@ b within the film 's first five minutes , and she lacks the skill or presence to regain any ground	en	0
much smar@@ ter and more atten@@ tive than it first sets out to be	en	1
one regards reign of fire with awe	en	1
it 's tough to tell which is in more abundant supply in this wo@@ e@@ fully hack@@ ne@@ yed movie , directed by scott kal@@ vert , about street gangs and turf wars in 1958 brooklyn st@@ ale cli@@ ches , grat@@ u@@ it@@ ous violence , or empty machi@@ smo	en	0
the story is also as un@@ original as they come , already having been recycled more times than i 'd care to count	en	0
you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit	en	1
in one scene , we get a stab at soccer hoo@@ li@@ gan@@ ism , a double barre@@ led rip off of quentin tar@@ ant@@ ino 's clim@@ ac@@ tic shootout and meat loaf explo@@ des	en	0
is the kind of movie that 's critic proof , simply because it aims so low	en	0
to the civili@@ zed mind , a movie like ballistic ec@@ ks vs se@@ ver is more of an ordeal than an amusement	en	0
a different movie sometimes te@@ dious by a director many viewers would like to skip but film bu@@ ffs should get to know	en	1
my precious new star wars movie is a lum@@ bering , whe@@ e@@ zy drag	en	0
a dull , simple minded and stereo@@ typical tale of drugs , death and mind num@@ bing indiffer@@ ence on the inner city streets	en	0
throw smoo@@ chy from the train !	en	0
an alternately ra@@ uc@@ ous and sapp@@ y ethnic sitcom you 'd be wise to send your regrets	en	0
none of this is half as moving as the filmmakers seem to think	en	0
the he@@ ed@@ less impe@@ tu@@ ousness of youth is on full , irrit@@ ating display in l@@ rb this rr@@ b mean@@ dering and pointless french coming of age import from writer director anne sophie bi@@ rot	en	0
a low budget affair , tad@@ pole was shot on digital video , and the images often look sm@@ ear@@ y and blur@@ ry , to the point of distraction	en	0
irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their envir@@ ons	en	1
a miracul@@ ous movie , i 'm going home is so slight , yet over@@ flows with wisdom and emotion	en	1
the story 's pathetic and the gag@@ s are puer@@ ile	en	0
show@@ time is n't particularly assaul@@ tive , but it can still make you feel that you never want to see another car chase , explosion or gun@@ fight again	en	0
by the final whistle you 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic	en	0
first , for a movie that tries to be smart , it 's kinda dumb	en	0
and people make fun of me for liking show@@ girls	en	0
the story simply pu@@ tters along looking for astu@@ te observations and coming up blank	en	0
it has a caff@@ e@@ inated , slo@@ ppy brilli@@ ance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the du@@ ti@@ ful efforts of more discipl@@ ined grade gru@@ b@@ bers to shame	en	1
if you 're not deeply touched by this movie , check your pulse	en	1
whether it 's the worst movie of 2002 , i ca n't say for sure memories of roll@@ er@@ ball have faded , and i skipped country bears	en	0
children , christian or otherwise , deserve to hear the full story of jonah 's despair in all its agoni@@ zing , catch 22 glory even if they spend years trying to comprehend it	en	1
mu@@ cc@@ ino , who directed from his own screenplay , is a can@@ ny crowd pleas@@ er , and the last kiss provides more than enough sentimental cathar@@ sis for a satisfying evening at the multiple@@ x	en	1
has a solid emotional impact	en	1
dog@@ town is hollow , self indul@@ gent , and worst of all boring	en	0
the swee@@ test thing leaves a bitter taste	en	0
one of those films that seems tail@@ or made to air on pay cable to offer some modest amuse@@ ments when one has nothing else to watch	en	0
has enough wit , energy and gen@@ i@@ ality to please not only the fan@@ atical adher@@ ents on either side , but also people who know nothing about the subject and think they 're not interested	en	1
lawrence should stick to his day job	en	0
by turns num@@ b@@ ingly dull wit@@ ted and dis@@ qui@@ et@@ ingly creepy	en	0
buy is an accomplished actress , and this is a big , ju@@ icy role	en	1
maid in manhattan proves that it 's easier to change the sheets than to change hack@@ ne@@ yed concepts when it comes to dreaming up romantic comedies	en	0
thought provo@@ king and sty@@ lish , if also somewhat her@@ metic	en	1
a cle@@ ver@@ ly crafted but ultimately hollow mock@@ um@@ entary	en	0
jacqu@@ ot has filmed the opera exactly as the libretto directs , ide@@ ally capturing the opera 's drama and ly@@ ric@@ ism	en	1
the misery of these people becomes just another voy@@ eu@@ ri@@ stic spectacle , to be consumed and forgotten	en	0
from a decep@@ tively simple premise , this deeply moving french drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times	en	1
unexpected , and often contradic@@ tory , truths emerge	en	1
has the capability of eff@@ ecting change and inspiring hope	en	1
even if you 're an elvis person , you wo n't find anything to get excited about on this dvd	en	0
together writer director danny ver@@ ete 's three tales comprise a powerful and reasonably fulfilling ge@@ stal@@ t	en	1
writer director walter hill is in his hyper@@ masculine element here , once again able to in@@ ject some real vit@@ ality and even art into a pul@@ py concept that , in many other hands would be completely for@@ gett@@ able	en	1
gold@@ bac@@ her draws on an elegant visual sense and a talent for easy , seductive pacing but she and writing partner laurence c@@ ori@@ at do n't manage an equally assured narrative co@@ inage	en	1
the script is smart and dark hall@@ elu@@ jah for small favors	en	1
even though we know the outcome , the se@@ es@@ a@@ wing of the general 's fate in the arguments of competing lawyers has the stomach kno@@ tting suspen@@ se of a legal thriller , while the testimony of witnesses l@@ ends the film a reson@@ ant under@@ tone of tragedy	en	1
you 're not merely watching history , you 're engul@@ fed by it	en	1
i am more offended by his lack of faith in his audience than by anything on display here	en	0
we 're drawn in by the dark lu@@ ster	en	1
the darker elements of mis@@ o@@ gy@@ ny and un@@ provoked violence suffoc@@ ate the illumination created by the two daughters and the sparse instances of humor meant to shine through the glo@@ om@@ y film noir veil	en	0
it 's not a great monster movie	en	0
it 's a lovely , sad dance highlighted by k@@ wan 's unique directing style	en	1
it 's so down@@ beat and nearly humor@@ less that it becomes a ch@@ ore to sit through despite some first rate performances by its lead	en	0
the all french cast is mar@@ veil@@ le@@ ux	en	1
if the title is a jeop@@ ardy question , then the answer might be " how does steven seag@@ al come across these days ? " 	en	0
the emperor 's club , ruthless in its own plac@@ id way , finds one of our most conservative and hi@@ deb@@ ound movie making traditions and gives it new texture , new relevance , new reality	en	1
that storytelling has value can not be denied	en	1
the whole thing comes off like a particularly amat@@ eu@@ rish episode of be@@ wit@@ ched that takes place during spring break	en	0
it 's hard to believe that something so short could be so f@@ lab@@ by	en	0
it establishes its ominous mood and tension swiftly , and if the suspen@@ se never rises to a higher level , it is nevertheless maintained throughout	en	1
sol@@ on@@ d@@ z may well be the only one laughing at his own joke	en	0
deep intelligence and a warm , envel@@ oping affection breathe out of every frame	en	1
swinging , the film makes it seem , is not a hobby that attracts the young and fit	en	0
there 's a reason why halftime is only fifteen minutes long	en	0
winds up being both revel@@ atory and nar@@ cis@@ si@@ stic , achieving some honest insight into relationships that most high concept films candy coat with pat storylines , precious circumstances and beautiful stars	en	1
in its own fl@@ oun@@ dering way , it gets to you	en	1
behind the glit@@ z , hollywood is sor@@ did and disgusting	en	0
this mild man@@ nered far@@ ce , directed by one of its writers , john c walsh , is cor@@ ny in a way that be@@ speaks an exp@@ ir@@ ation date passed a long time ago	en	0
with very little to add beyond the dark visions already rela@@ yed by superb recent predecessors like swimming with sharks and the player , this latest ske@@ w@@ ering may put off in@@ siders and outsiders alike	en	0
significantly better than its 2002 children 's movie competition	en	1
this is an eleg@@ antly balanced movie every member of the ensemble has something fascinating to do that does n't reveal even a hint of arti@@ fice	en	1
cox creates a fluid and mes@@ meri@@ zing sequence of images to match the words of ni@@ jin@@ sky 's diaries	en	1
with the exception of mc@@ co@@ ist , the players do n't have a clue on the park	en	0
no amount of good acting is enough to save ole@@ ander 's un@@ inspired story	en	0
everyone 's to blame here	en	0
ev@@ o@@ kes the 19th century with a sub@@ tle@@ ty that is an object lesson in period film@@ making	en	1
an odd , ha@@ pha@@ zard , and in@@ consequ@@ ential romantic comedy	en	0
another example of how sand@@ ler is losing his touch	en	0
an awful lot like one of l@@ rb spears ' rr@@ b music videos in content except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it	en	0
st@@ ale and cli@@ ch d to a fault	en	0
built on the premise that middle class arkansas consists of monster truck loving good ol@@ ' boys and per@@ oxide blond honey@@ s whose worldly knowledge comes from tv rer@@ uns and supermarket tab@@ lo@@ ids	en	0
z@@ ell@@ we@@ ger 's wh@@ iny pou@@ ty li@@ pped po@@ of faced and spin@@ dly attempt at playing an ingen@@ ue makes her nomination as best actress even more of a an a	en	0
holo@@ f@@ cen@@ er rejects patent solutions to dramati@@ ze life 's mes@@ sin@@ ess from inside out , in all its strange quir@@ ks	en	1
i still want my money back	en	0
no one involved , save dash , shows the slightest ap@@ titude for acting , and the script , credited to director abdul malik abbott and ernest ' tron ' anderson , seems entirely improvised	en	0
it 's the kind of effectively creepy scary thriller that has you fix@@ ating on a far corner of the screen at times because your nerves just ca n't take it any more	en	1
nar@@ rati@@ vely , trouble every day is a plo@@ dding mess	en	0
well done supernatural thriller with keen insights into parap@@ sy@@ cho@@ logical phenomena and the soul@@ ful nu@@ ances of the gri@@ eving process	en	1
if there 's no art here , it 's still a good yar@@ n which is nothing to s@@ nee@@ ze at these days	en	1
the cumulative effect of watching this 65 minute tri@@ f@@ le is rather like being trapped while some weird relative tro@@ ts out the video he took of the family vacation to stone@@ hen@@ ge	en	0
its sheer dynam@@ ism is infectious	en	1
the film is reasonably entertaining , though it begins to drag two thirds through , when the melo@@ dramatic aspects start to over@@ take the comedy	en	1
simultaneously heart breaking and very funny , the last kiss is really all about performances	en	1
start reading your scripts before signing that dotted line	en	0
jackson and co have brought back the value and respect for the term epic cinema	en	1
a pa@@ the@@ tically in@@ ane and un@@ imagin@@ ative cross between xx@@ x and vertical limit	en	0
max po@@ kes , provo@@ kes , takes expres@@ sion@@ istic license and hits a nerve as far as art is concerned , it 's mission accomplished	en	1
the power of shanghai ghetto , a documentary by dana jan@@ k@@ low@@ icz mann and amir mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s	en	1
' punch drunk love is so convinced of its own brilli@@ ance that , if it were a person , you 'd want to smash its face in '	en	0
a sentimental mess that never rings true	en	0
a fascinating case study of flower power liberation and the price that was paid for it	en	1
l@@ rb jan@@ ey rr@@ b for@@ gets about her other obligations , leading to a tragedy which is somehow gu@@ ess@@ able from the first few minutes , maybe because it echoes the by now intol@@ erable mor@@ bi@@ dity of so many recent movies	en	0
the only problem is that , by the end , no one in the audience or the film seems to really care	en	0
a film without surprise gear@@ ed toward maximum comfort and familiarity	en	0
although this idea is " new " the results are tired	en	0
remarkable for its excellent storytelling , its economical , compressed character@@ is@@ ations and for its profound humanity , it 's an adventure story and history lesson all in one	en	1
mike white 's de@@ ft combination of serious subject matter and dark , funny humor make " the good girl " a film worth watching	en	1
a film that will be best appreciated by those willing to endure its extremely langu@@ or@@ ous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact	en	1
this may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar	en	0
it 's a treat a deligh@@ tful , wit@@ ty , im@@ probable romantic comedy with a zi@@ ppy jaz@@ zy score grant and bul@@ lock make it look as though they are having so much fun	en	1
the trouble is , its filmmakers run out of clever ideas and visual gag@@ s about halfway through	en	0
even when crush de@@ parts from the 4@@ w formula it feels like a glossy re@@ hash	en	0
nair does n't treat the issues lightly	en	1
a compelling motion picture that illustr@@ ates an american tragedy	en	1
it 's that painful	en	0
smart , sass@@ y interpretation of the oscar wilde play	en	1
there 's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action	en	1
though writer director bart fre@@ un@@ d@@ lich 's film ultimately becomes a simpli@@ stic story about a dys@@ functional parent child relationship , it has some special qualities and the soul@@ ful gravity of cru@@ dup 's anch@@ oring performance	en	1
the early and middle passages are surprising in how much they engage and even touch us	en	1
l@@ rb cho 's face is rr@@ b an amazing sla@@ p@@ stick instrument , creating a scra@@ p@@ book of living mug shots	en	1
if ever such a depen@@ dable concept was bot@@ ched in execution , this is it	en	0
his l@@ rb nelson 's rr@@ b screenplay needs some serious re working to show more of the dilemma , rather than have his characters stage shouting matches about it	en	0
termin@@ ally brain dead production	en	0
l@@ rb grant rr@@ b goes beyond his usual flut@@ tering and stam@@ mering and captures the soul of a man in pain who gradually comes to recognize it and deal with it	en	1
the movie suffers from two fatal ail@@ ments a dear@@ th of vit@@ ality and a story that 's sha@@ p@@ eless and un@@ infl@@ ected	en	0
big@@ el@@ ow handles the nuclear crisis sequences evenly but mil@@ ks drama when she should be building suspen@@ se , and drag@@ s out too many scenes toward the end that should move quickly	en	0
while most films these days are about nothing , this film seems to be about everything that 's plagu@@ ing the human spirit in a relent@@ lessly glob@@ alizing world	en	1
one senses in world traveler and in his earlier film that fre@@ un@@ d@@ lich bears a griev@@ ous but obscure complaint against fathers , and circles it obse@@ ssively , without making contact	en	0
well meant but un@@ original	en	0
it 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it	en	1
it 's burns ' vis@@ uals , characters and his pun@@ chy dialogue , not his plot , that carry way@@ downtown	en	1
the real trium@@ phs in ig@@ by come from philippe , who makes oliver far more interesting than the character 's lines would suggest , and sar@@ and@@ on , who could n't be better as a cruel but weir@@ dly lik@@ able wasp mat@@ ron	en	1
the quiet american is n't a bad film , it 's just one that could easily wait for your pay per view dollar	en	0
no	en	0
kap@@ ur weighs down the tale with bo@@ gus pro@@ fun@@ di@@ ties	en	0
my big fat greek wedding is that rare animal known as ' a perfect family film , ' because it 's about family	en	1
even though many of these guys are less than adorable l@@ rb their lam@@ ent@@ ations are pretty much self centered rr@@ b , there 's something vital about the movie	en	1
while it may not add up to the sum of its parts , holo@@ f@@ cen@@ er 's film offers just enough insight to keep it from being simp@@ le@@ minded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often	en	1
an ugly , revol@@ ting movie	en	0
if you are into sp@@ latter movies , then you will probably have a reasonably good time with the sal@@ ton sea	en	1
the character@@ iz@@ ations and dialogue lack depth or complexity , with the ironic exception of scoo@@ ter	en	0
shanghai ghetto may not be as dramatic as roman pol@@ an@@ ski 's the pianist , but its comp@@ assi@@ onate spirit so@@ ars every bit as high	en	1
but it 's hardly a necessary enterprise	en	0
rat@@ liff 's two previous titles , plu@@ toni@@ um circus and pur@@ gatory county show his pen@@ chant for wry , conten@@ tious configurations , and this film is part of that delicate canon	en	1
distinctly sub par more likely to drown a viewer in bore@@ dom than to send any shi@@ vers down his spine	en	0
it 's a shame that the storyline and its underlying themes finally seem so im@@ personal or even shallow	en	0
as it stands , crocodi@@ le hunter has the hurried , badly co@@ bbled look of the 1959 god@@ z@@ illa , which combined scenes of a japanese monster flick with can@@ ned shots of raymond bur@@ r commenting on the monster 's path of destruction	en	0
leigh succee@@ ds in delivering a dramatic slap in the face that 's simultaneously painful and refre@@ shing	en	1
i liked the original short story but this movie , even at an hour and twenty some minutes , it 's too long and it goes nowhere	en	0
it 's the kind of under inspired , over@@ blown enterprise that gives hollywood sequ@@ els a bad name	en	0
the movie starts with a legend and ends with a story that is so far fet@@ ched it would be impossible to believe if it were n't true	en	0
really does feel like a short stretched out to feature length	en	0
a bree@@ zy blend of art , history , es@@ oter@@ ic mus@@ ings and philosophy	en	1
unexpected moments of auth@@ en@@ tically impul@@ sive humor are the hall@@ mark of this bitter@@ sweet , un@@ commonly sincere movie that portrays the frank humanity of emotional recovery	en	1
stands as a document of what it felt like to be a new yorker or , really , to be a human being in the weeks after 9 11	en	1
my wife is an actress works as well as it does because l@@ rb the leads rr@@ b are such a compani@@ onable couple	en	1
about schmidt is nicholson 's goo@@ fy , heart@@ felt , mes@@ meri@@ zing king lear	en	1
a comedy that is warm , inviting , and surprising	en	1
hat@@ field and hicks make the od@@ dest of couples , and in this sense the movie becomes a study of the gam@@ bles of the publishing world , offering a case study that exists apart from all the movie 's political rami@@ fications	en	1
the movie is so cont@@ ri@@ ved , non@@ sensi@@ cal and for@@ mu@@ la@@ ic that , come to think of it , the day old shelf would be a more appropriate location to store it	en	0
this sensitive , smart , sav@@ vy , compelling coming of age drama del@@ ves into the passive aggressive psychology of co dependence and the struggle for self esteem	en	1
enig@@ ma looks great , has solid acting and a neat premise	en	1
